what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1487790982009
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1487790982045
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1487790984147
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791013881
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791015760
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791055242
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791057080
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791064152
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791070428
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791071665
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791073211
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791074587
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791075566
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791093041
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791099661
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1487791122900
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1487791124885
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791125787
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791130600
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1487791146333
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1487791147272
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1487791187456
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1487791198127
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1487791198739
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1487791214354
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1487791218411
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1487791219091
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791274875
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791274945
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791274978
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791282728
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791282853
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791289304
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791294200
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791294268
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791294323
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791296077
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791300543
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791300603
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791300712
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791304620
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791310251
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791310323
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1487791331201
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1487791331484
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1487791331826
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1487791360853
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791369396
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791370806
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791370940
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791380577
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1487791383184
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791386071
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791405964
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791407354
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791408816
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1487791408832
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1487791409900
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1487791417302
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791433711
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791457503
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1487791462074
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1487791462617
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791471928
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791482722
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791487608
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791490665
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791493536
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791499280
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791501815
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791507018
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791510376
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791532039
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1487791534306
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1487791551920
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1487791552360
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1487791552774
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1487791553378
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791554380
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791577265
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1487791578393
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1487791589043
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791600393
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791634921
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791636034
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791659707
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791660286
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791805110
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1487791806121
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1487791820111
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1487791821278
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1487791821777
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1487791821811
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1487791821842
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1487791821875
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1487791821908
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1487791821940
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1487791821974
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1487791822563
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1487791822782
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1487791823196
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.format",1487791825560
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791828712
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791840474
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791842991
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791860131
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1487791862180
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1487791863005
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1487791863554
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1487791864828
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791865574
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791866581
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487791866794
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1487791867337
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1487791867360
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1487791867394
stopped,bundle,org.eclipse.compare.win32,1.0.100.I20100505-1245,"org.eclipse.compare.win32",1487791867408
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1487791867421
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1487791867421
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1487791867422
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1487791867422
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1487791867454
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1487791867454
stopped,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1487791867454
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1487791867490
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.303.v201004290328,"org.eclipse.wst.xsd.ui",1487791867561
stopped,bundle,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui",1487791867597
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1487791867617
stopped,bundle,org.eclipse.wst.sse.ui,1.2.2.v201008232126,"org.eclipse.wst.sse.ui",1487791867671
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1487791867671
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1487791867671
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1487868780299
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1487868780300
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1487868780301
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1487868780301
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1487868780302
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1487868780302
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1487868780303
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1487868780303
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1487868780304
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1487868780305
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1487868780305
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1487868780305
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1487868780306
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1487868780306
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1487868780307
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1487868780307
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1487868780308
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1487868780309
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1487868780309
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1487868780310
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1487868780311
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1487868780311
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1487868780312
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1487868780313
started,bundle,org.eclipse.equinox.p2.core,2.0.2.R36x_v20100804,"org.eclipse.equinox.p2.core",1487868780313
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.202.R36x_v20100727,"org.eclipse.equinox.p2.directorywatcher",1487868780314
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1487868780315
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1487868780316
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1487868780316
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1487868780316
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1487868780317
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1487868780318
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1487868780318
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1487868780319
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1487868780319
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1487868780321
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1487868780321
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1487868780322
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1487868780323
started,bundle,org.eclipse.jdt.core,3.6.1.v_A68_R36x,"org.eclipse.jdt.core",1487868780323
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1487868780323
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1487868780324
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1487868780325
started,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1487868780325
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1487868780325
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1487868780326
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1487868780327
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1487868780328
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1487868780328
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1487868780328
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1487868780328
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1487868780329
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1487868780329
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1487868780351
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1487868780352
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1487868780352
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1487868780353
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1487868780353
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1487868780354
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1487868780354
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1487868780355
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1487868780355
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1487868780356
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1487868780356
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1487868780356
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1487868780357
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1487868780387
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1487868780387
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1487868780388
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1487868780388
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1487868780389
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1487868780389
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1487868780444
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1487868780444
os,sysinfo,,,"win32",1487868780447
arch,sysinfo,,,"x86_64",1487868780447
ws,sysinfo,,,"win32",1487868780447
locale,sysinfo,,,"pt_BR",1487868780447
processors,sysinfo,,,"4",1487868780447
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1487868780447
java.runtime.version,sysinfo,,,"1.8.0_121-b13",1487868780447
java.specification.name,sysinfo,,,"Java Platform API Specification",1487868780447
java.specification.vendor,sysinfo,,,"Oracle Corporation",1487868780447
java.specification.version,sysinfo,,,"1.8",1487868780447
java.vendor,sysinfo,,,"Oracle Corporation",1487868780447
java.version,sysinfo,,,"1.8.0_121",1487868780447
java.vm.info,sysinfo,,,"mixed mode",1487868780447
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1487868780447
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1487868780447
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1487868780447
java.vm.specification.version,sysinfo,,,"1.8",1487868780447
java.vm.vendor,sysinfo,,,"Oracle Corporation",1487868780447
java.vm.version,sysinfo,,,"25.121-b13",1487868780447
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1487868789301
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1487868791288
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1487868795881
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1487868802840
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487868804321
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487868804780
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487868805786
